obtuvo_credito,numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
true,2,7.5,59.35,53,73,false,true,true,false,false,false,false,Sin nivel,Hombre,CAJAMARCA,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,3,3.1,73.4,35,57,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,CAJAMARCA,Selva,No especificado,Venta,Acopiador,No especificado
true,1,4.75,0,20,63,false,false,false,false,false,false,false,Superior universitaria completa,Hombre,CAJAMARCA,Costa,Secano,Otro,Sin ventas,Secano
true,1,40,0,30,54,false,true,true,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Otro,Sin ventas,Secano
true,8,1.7,0,30,54,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,CUSCO,Sierra,Aspersion,Otro,Sin ventas,Aspersion
true,0,0,0,20,40,false,true,false,false,false,false,false,Primaria completa,Mujer,CUSCO,Sierra,Secano,Otro,Sin ventas,Secano
true,12,4.03,92.37,8,32,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,HUANCAVELICA,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,7,6.49,0,13,40,false,false,true,false,false,false,false,Superior universitaria incompleta,Hombre,HUANUCO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
false,3,110.5,91.52,34,54,false,false,true,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,255,0,23,45,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,1,5.9,97.97,63,74,false,false,true,false,false,false,true,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,7.38,99.09,40,62,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,1.78,93.33,7,29,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,5,25.2,99.89,12,54,false,false,true,true,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,14.3,1.63,30,60,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Autoconsumo,Acopiador,Gravedad
true,1,13,99.39,25,46,false,true,true,false,false,false,false,Superior no universitaria completa,Hombre,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,6,97.12,8,36,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,2,1.14,99.98,42,67,false,false,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,1,2,78.95,5,70,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Secano
false,2,5.61,0,38,56,false,false,true,false,false,false,false,Primaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,2,2,90.91,15,53,false,false,true,true,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,3,38.17,4,49,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
true,1,1,100,3,29,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,3,100,25,48,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
false,5,16.7,0,30,60,false,false,true,false,false,false,false,Secundaria completa,Hombre,LIMA,Sierra,Aspersion,Otro,Sin ventas,Aspersion
false,3,4.2,98.34,40,59,false,false,true,false,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
false,1,0.16,46.24,40,70,false,false,false,false,false,false,false,Primaria completa,Hombre,LIMA,Costa,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,2,5.17,100,39,68,false,false,true,false,false,false,true,Primaria incompleta,Mujer,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,3,58.8,25.84,22,59,false,true,true,false,false,false,true,Secundaria incompleta,Hombre,LORETO,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,2,28,91.16,7,31,false,false,true,false,false,false,false,Superior universitaria completa,Mujer,LORETO,Selva,Secano,Venta,Comerciante minorista,Secano
true,3,44.7,83.13,32,52,false,false,true,false,false,false,false,Primaria completa,Hombre,LORETO,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,12.8,0,7,54,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,MADRE DE DIOS,Selva,Secano,Autoconsumo,Sin ventas,Secano
true,1,53.14,98.88,3,52,false,false,true,false,false,false,false,Sin nivel,Mujer,MADRE DE DIOS,Selva,Secano,Venta,Acopiador,Secano
true,2,0.2,75,7,50,false,false,false,false,false,true,true,Superior no universitaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Acopiador,Gravedad
false,10,3.58,84.49,48,65,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,PASCO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,4,3.5,100,21,30,false,false,false,false,false,false,false,Secundaria completa,Hombre,PASCO,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,8.3,100,15,56,false,false,true,false,false,false,true,Superior universitaria completa,Hombre,PASCO,Selva,Secano,Venta,Acopiador,Secano
true,1,7.75,90.64,45,82,false,false,false,false,false,false,false,Primaria incompleta,Mujer,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,8,84.34,12,35,false,false,false,false,false,false,false,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,84,0,53,84,false,false,false,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,3,1.33,100,20,49,false,false,true,false,false,false,false,Secundaria completa,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,1,6,97.49,33,76,false,false,false,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,4.3,0,40,67,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Secano,Otro,Sin ventas,Secano
true,4,24,0,20,40,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,2,6.9,0,30,54,false,false,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
false,2,35,44.52,18,39,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,1,254,0,1,32,false,false,true,true,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Otro,Sin ventas,Secano
true,2,79.5,72.79,39,60,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante minorista,Secano
true,2,2,0,1,36,false,false,true,true,false,false,false,Secundaria incompleta,Mujer,SAN MARTIN,Selva,Gravedad,Otro,Sin ventas,Gravedad
true,3,5.31,0,15,48,false,false,true,false,false,false,true,Secundaria completa,Mujer,TACNA,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,4,44.1,100,26,64,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,TACNA,Costa,Goteo,Venta,Comerciante mayorista,Goteo
true,1,2.5,99.59,15,37,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,TUMBES,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,1.5,100,4,42,false,false,true,true,false,false,false,Superior no universitaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,4,28.5,100,26,60,false,false,true,false,false,false,false,Primaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,21.5,92.78,33,68,false,true,true,false,false,false,false,Primaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Secano
true,3,22.25,75,12,42,false,false,false,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante minorista,Secano
true,5,31.25,0,24,44,false,false,true,false,false,false,false,Secundaria completa,Hombre,AMAZONAS,Sierra,Secano,Otro,Sin ventas,Secano
true,1,10,93.21,33,52,false,false,true,false,false,false,false,Primaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante mayorista,Secano
false,6,5.56,0,32,54,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,ANCASH,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,5,44.5,99.97,17,37,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,ANCASH,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,4,89.84,45,64,false,true,true,false,true,false,true,Secundaria completa,Hombre,ANCASH,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,17,100,40,68,false,false,true,true,false,false,true,Secundaria completa,Hombre,ANCASH,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,12.7,99.75,9,50,false,true,true,false,false,false,true,Superior universitaria completa,Hombre,ANCASH,Costa,Goteo,Venta,Acopiador,Goteo
true,1,32.42,99.44,50,73,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,ANCASH,Costa,Mangas,Venta,Acopiador,Mangas
true,2,0.4,92.86,6,38,false,false,false,true,false,false,false,Secundaria completa,Mujer,APURIMAC,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,4,4.15,100,15,65,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,2.7,0,30,53,false,true,false,false,false,false,false,Superior no universitaria completa,Hombre,AREQUIPA,Sierra,Aspersion,Otro,Sin ventas,Aspersion
true,4,10.89,99.97,23,50,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,5.5,0,20,52,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AREQUIPA,Costa,Aspersion,Otro,Sin ventas,Aspersion
true,3,1.41,99.71,8,56,false,false,true,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,2,17.7,0,40,60,false,false,true,false,false,false,false,Superior universitaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,1,3.3,91.47,30,54,false,false,true,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Selva,Secano,Venta,Acopiador,Secano
true,1,8.91,46.78,37,55,false,false,true,false,false,true,false,Primaria incompleta,Mujer,AYACUCHO,Sierra,Secano,Autoconsumo,Comerciante mayorista,Secano
true,5,2.79,0,25,40,false,true,false,false,false,true,false,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,1,2,87.37,20,41,false,true,true,false,true,false,true,Superior no universitaria completa,Hombre,CAJAMARCA,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,1,16.67,9,34,false,false,true,false,false,false,false,Superior no universitaria incompleta,Mujer,CAJAMARCA,Selva,Secano,Autoconsumo,Empresa/Agroindustria,Secano
true,4,5.9,0,18,50,false,false,false,false,false,false,false,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,1,6.5,83.61,34,52,false,false,false,false,false,false,false,Secundaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,4,26.4,94.84,30,50,false,false,true,false,false,false,false,Primaria incompleta,Mujer,CUSCO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,15,2.73,54.68,30,50,false,false,true,false,false,false,false,Primaria completa,Mujer,CUSCO,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,2,2.5,86.21,20,46,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANCAVELICA,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,5,12.43,86.08,40,62,false,false,true,false,false,false,false,Primaria completa,Hombre,HUANCAVELICA,Sierra,Otro,Venta,Comerciante mayorista,Otro
true,10,3.92,0,40,65,false,false,false,false,false,false,false,Primaria incompleta,Hombre,HUANCAVELICA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,3,30.63,80.72,33,56,false,false,true,false,false,false,false,Primaria completa,Mujer,HUANUCO,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,2,7.09,99.69,5,58,false,true,true,false,false,false,true,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,5.29,100,35,55,false,false,false,false,false,false,false,Primaria completa,Hombre,ICA,Costa,No especificado,Venta,Acopiador,No especificado
true,1,3,100,7,44,false,false,false,false,false,false,false,Primaria completa,Hombre,JUNIN,Selva,Secano,Venta,Comerciante minorista,Secano
false,2,20,92.54,30,59,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,2,12.9,96.35,23,42,false,false,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,2,25,95.49,20,60,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Asociación/Cooperativa,Secano
true,15,6.68,81.38,12,36,false,false,true,false,false,false,false,Superior no universitaria incompleta,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,2,0.46,50,40,51,false,false,true,false,false,false,false,Sin nivel,Mujer,JUNIN,Sierra,Secano,Venta,Consumidor final,Secano
true,5,6.63,96.94,12,38,false,false,false,false,false,false,false,Secundaria incompleta,Hombre,JUNIN,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,5,1.44,97.65,40,63,false,false,true,false,false,false,false,Primaria completa,Mujer,JUNIN,Sierra,No especificado,Venta,Acopiador,No especificado
true,3,3.6,79.84,19,37,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,1,0.59,74.85,8,30,false,false,false,false,false,false,false,Secundaria completa,Mujer,LA LIBERTAD,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,27,0,10,55,false,false,true,true,false,false,false,Secundaria completa,Hombre,LA LIBERTAD,Costa,Goteo,Otro,Sin ventas,Goteo
true,1,4.4,90.48,24,55,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,9.5,98.04,30,52,false,false,true,false,false,false,false,Secundaria completa,Mujer,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Gravedad
true,6,10,100,20,51,false,false,true,false,false,false,false,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,11,6.2,0,15,41,false,false,false,false,false,false,false,Secundaria incompleta,Mujer,LIMA,Sierra,Aspersion,Otro,Sin ventas,Aspersion
true,1,3.6,100,33,56,false,false,true,false,false,false,true,Secundaria incompleta,Hombre,LIMA,Costa,Goteo,Venta,Comerciante mayorista,Goteo
true,2,11.64,96.94,46,74,false,false,false,false,false,false,false,Secundaria completa,Mujer,LIMA,Costa,Gravedad,Venta,Consumidor final,Gravedad
true,1,6.32,53.02,31,65,false,false,true,false,false,false,false,Primaria completa,Hombre,LORETO,Selva,Secano,Venta,Consumidor final,Secano
true,2,23,100,25,55,false,true,true,false,false,false,true,Primaria completa,Hombre,LORETO,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,3.8,0,4,51,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,MADRE DE DIOS,Selva,Secano,Autoconsumo,Sin ventas,Secano
true,2,1.83,98.74,25,46,false,false,true,false,false,false,false,Secundaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,3,1.91,0,30,50,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,4,14,35.99,25,67,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
true,1,2,100,3,34,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,2,3.45,99.13,17,53,false,false,true,false,false,false,false,Primaria incompleta,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,0.06,76.36,9,51,false,false,true,false,false,false,false,Primaria completa,Mujer,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Gravedad
true,1,0.2,0,2,42,false,false,true,false,false,false,false,Secundaria incompleta,Mujer,PIURA,Costa,No especificado,Autoconsumo,Sin ventas,No especificado
false,2,9.52,0,40,62,false,false,true,false,false,false,false,Secundaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
true,6,1.26,36.14,20,39,false,true,true,false,false,false,false,Secundaria completa,Mujer,PUNO,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
true,2,3.5,100,10,53,false,false,true,false,false,false,true,Superior no universitaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Secano
true,1,2,100,5,32,false,false,true,false,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Acopiador,Secano
true,1,20.5,100,32,55,false,false,true,true,false,false,false,Secundaria completa,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
true,4,58.21,93.35,28,61,false,true,true,false,false,false,false,Primaria incompleta,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante minorista,Secano
true,5,1.44,100,45,63,false,true,true,false,false,false,false,Primaria incompleta,Hombre,TACNA,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,4,2.5,89.49,30,63,false,true,true,false,false,false,false,Secundaria incompleta,Hombre,TACNA,Costa,Otro,Venta,Acopiador,Otro
true,5,3.8,99.98,35,46,false,false,true,false,false,false,false,Secundaria completa,Hombre,TACNA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,2.8,89.58,50,67,false,true,true,false,true,false,true,Primaria completa,Hombre,TACNA,Costa,Goteo,Venta,Consumidor final,Goteo
true,1,5,98.74,20,59,false,true,true,false,false,false,false,Secundaria completa,Mujer,TACNA,Costa,Goteo,Venta,Comerciante mayorista,Goteo
true,2,4.5,94.75,30,51,false,true,true,false,false,false,false,Inicial,Hombre,TACNA,Costa,Goteo,Venta,Acopiador,Goteo
true,2,6,100,40,70,false,false,true,false,false,false,false,Primaria incompleta,Hombre,TUMBES,Costa,No especificado,Venta,Acopiador,No especificado
true,1,5.3,100,10,40,false,false,true,false,false,false,false,Secundaria completa,Hombre,TUMBES,Costa,Gravedad,Venta,Acopiador,Gravedad
false,1,7,97.22,8,57,false,false,true,false,false,false,false,Primaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Comerciante mayorista,Secano
true,3,47,0,56,76,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AMAZONAS,Sierra,Secano,Otro,Sin ventas,Secano
false,4,2.63,53.97,15,38,false,false,false,false,false,false,false,Primaria completa,Hombre,ANCASH,Sierra,Secano,Venta,Comerciante minorista,Secano
false,3,46.1,71.43,25,43,false,false,false,false,false,false,false,Primaria completa,Hombre,ANCASH,Sierra,No especificado,Venta,Consumidor final,No especificado
true,5,0.7,0,28,50,false,false,false,false,false,false,false,Primaria incompleta,Hombre,ANCASH,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,12,5.75,80.46,24,43,false,false,true,false,false,false,false,Primaria completa,Hombre,APURIMAC,Sierra,Aspersion,Venta,Acopiador,Aspersion
false,2,0.46,31.09,34,59,false,false,false,false,false,false,true,Secundaria completa,Mujer,AREQUIPA,Costa,Gravedad,Autoconsumo,Consumidor final,Gravedad
true,2,1.32,0,25,51,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
true,2,3.3,0,15,51,false,false,false,false,false,false,false,Secundaria completa,Mujer,AREQUIPA,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,14,70.5,100,16,90,false,false,true,true,false,false,false,Superior universitaria completa,Hombre,AREQUIPA,Costa,Goteo,Venta,Acopiador,Goteo
true,2,4.95,99.87,25,47,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,14,0,10,41,false,false,false,false,false,false,false,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,1,2.2,99.89,22,42,false,false,true,false,false,false,false,Superior no universitaria completa,Hombre,AREQUIPA,Costa,No especificado,Venta,Comerciante mayorista,No especificado
true,1,3.3,99.94,50,76,false,false,true,false,false,false,true,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,15,4.85,0,34,51,false,false,false,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,13,3.56,0,27,44,false,false,false,false,false,false,false,Sin nivel,Mujer,AYACUCHO,Sierra,Aspersion,Autoconsumo,Sin ventas,Aspersion
true,7,1.66,35.71,10,35,false,false,false,false,false,false,false,Secundaria completa,Hombre,AYACUCHO,Sierra,No especificado,Autoconsumo,Comerciante mayorista,No especificado
true,3,5,84.62,40,62,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,AYACUCHO,Selva,Secano,Venta,Acopiador,Secano
true,3,4.5,93.29,15,44,false,false,false,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Selva,Secano,Venta,Comerciante minorista,Secano
false,1,9,44.26,5,26,false,false,true,false,false,false,false,Secundaria completa,Mujer,AYACUCHO,Selva,Secano,Autoconsumo,Comerciante mayorista,Secano
false,3,8.85,97.54,6,41,false,false,true,false,false,false,false,Superior universitaria completa,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,4,4.85,93.86,33,50,false,false,true,false,false,false,false,Primaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion
true,2,2.03,0,25,35,false,false,false,false,false,false,false,Primaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
true,3,1,91.67,2,23,false,false,true,false,false,false,false,Secundaria completa,Hombre,AYACUCHO,Sierra,No especificado,Venta,Acopiador,No especificado
true,2,3,96.62,25,50,false,false,true,false,false,true,false,Primaria incompleta,Hombre,AYACUCHO,Selva,Goteo,Venta,Comerciante minorista,Goteo
true,3,103.5,4.76,28,45,false,true,true,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Selva,Secano,Autoconsumo,Comerciante minorista,Secano
true,3,4.5,53.82,35,54,false,false,false,false,false,false,false,Sin nivel,Mujer,CAJAMARCA,Sierra,Secano,Venta,Comerciante mayorista,Secano
true,4,7.25,0,30,62,false,false,false,false,false,false,false,Superior no universitaria completa,Hombre,CAJAMARCA,Sierra,No especificado,Otro,Sin ventas,No especificado
true,4,12.1,0,13,34,false,false,true,false,false,false,false,Superior no universitaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,3,2.35,0,13,35,false,false,false,false,false,false,false,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Autoconsumo,Sin ventas,Secano
true,9,6.35,76.98,30,47,false,false,true,false,false,false,false,Secundaria completa,Hombre,CUSCO,Sierra,Aspersion,Venta,Consumidor final,Aspersion
true,2,1.17,0,2,55,false,false,true,false,false,false,true,Secundaria completa,Mujer,HUANCAVELICA,Sierra,Goteo,Otro,Sin ventas,Goteo
true,2,38,98.71,43,52,false,false,true,false,false,false,false,Primaria incompleta,Hombre,HUANUCO,Selva,Secano,Venta,Comerciante mayorista,Secano
true,2,200,95.57,35,68,false,true,true,false,false,false,false,Primaria completa,Hombre,HUANUCO,Selva,Secano,Venta,Acopiador,Secano
true,3,7.5,95.91,30,69,false,false,true,false,false,false,false,Primaria incompleta,Mujer,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,5.8,100,20,53,false,true,true,false,true,false,true,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,22.46,98.89,31,53,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Acopiador,Gravedad
true,2,12.4,100,5,27,false,false,true,false,false,false,false,Secundaria completa,Hombre,ICA,Costa,No especificado,Venta,Acopiador,No especificado
true,1,5,100,10,51,false,false,true,false,false,false,false,Superior no universitaria incompleta,Mujer,ICA,Costa,No especificado,Venta,Acopiador,No especificado
true,3,4.3,81.94,30,60,false,false,false,false,false,false,false,Sin nivel,Hombre,JUNIN,Selva,Secano,Venta,Comerciante minorista,Secano
false,2,15,100,39,59,false,false,true,false,false,false,false,Primaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,5,0.66,100,30,59,false,false,true,true,false,false,false,Superior no universitaria incompleta,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
true,2,0.25,92.31,20,43,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Acopiador,Gravedad
true,1,8.15,90.27,36,59,false,true,true,false,false,false,false,Primaria completa,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Secano
true,5,2.27,70.59,20,44,false,false,true,false,false,false,false,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Consumidor final,Gravedad
true,6,8.75,83.25,45,62,false,false,false,false,false,false,false,Primaria completa,Hombre,JUNIN,Selva,Aspersion,Venta,Acopiador,Aspersion
false,4,40.35,0,40,81,false,true,false,false,false,false,false,Secundaria incompleta,Hombre,LA LIBERTAD,Sierra,Secano,Otro,Sin ventas,Secano
true,3,13.54,98.68,25,64,false,false,true,false,false,false,false,Primaria incompleta,Hombre,LA LIBERTAD,Costa,Secano,Venta,Comerciante mayorista,Secano
true,2,3.95,81.24,4,34,false,false,true,false,false,false,false,Secundaria completa,Mujer,LA LIBERTAD,Costa,Gravedad,Venta,Empresa/Agroindustria,Gravedad
true,1,3.75,99.09,9,26,false,false,true,false,false,false,false,Secundaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
true,1,6,0,40,58,false,false,true,false,false,false,false,Primaria completa,Mujer,LAMBAYEQUE,Costa,Gravedad,Otro,Sin ventas,Gravedad
true,3,4.45,95.33,48,64,false,false,true,false,false,false,false,Secundaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Gravedad
true,1,3.7,100,20,56,false,false,true,false,false,false,false,Primaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
